DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
56;2016;;;22495,61881;21013,38;23851,89008;22386,31058;22978,49426;20767,65883;17837,12906;15818,1227;17046,32038;16522,36966;19173,30517;19154,55013;21471,48563;21251,71431;23026,78298;23582,82001;25475,21574;25370,10134;25285,11748;26098,88192;25304,77783;26408,28728;25205,54404;27692,51216;25613,25838;28279,33269;17626,0524;20362,05417;13437,30844;17202,43814;11010,28553;16532,32557;6391,926792;12627,3661;2706,340189;7057,328908;361,7082591;1548,803219;0;43508,99881;46238,20066;43746,15309;33655,25176;33568,69004;38327,8553;42723,19994;46609,60299;50845,31708;51383,9994;51713,06511;52898,0562;53892,59107;37988,10657;30639,74658;27542,6111;19019,29289;11674,18058
57;2016;;;31595,58063;29507,5513;30940,58759;29127,10487;30904,07193;28371,77134;29720,45306;27037,872;32097,18015;30850,82248;33446,74285;33363,6681;32815,16294;32375,83034;33496,36958;32910,69055;35744,85607;35877,14213;38299,30325;38552,14599;36516,58615;38552,61069;33992,07809;36694,88495;29568,61114;31991,08284;19854,07032;22394,65922;16894,02947;21523,66509;12440,96493;18898,94653;7635,177955;13525,68737;2568,230473;6712,416694;288,8120782;1357,087513;0;61103,13193;60067,69246;59275,84327;56758,32506;62948,00263;66810,41095;65190,99328;66407,06013;71621,9982;76851,44924;75069,19684;70686,96304;61559,69398;42248,72954;38417,69456;31339,91146;21160,86533;10926,54676
58;2016;;;5373,724621;4958,702023;5332,603785;5721,393666;5854,202893;5037,464234;4634,855098;4082,027411;4536,905203;4494,459401;4878,573114;4917,786731;5234,249161;5021,043273;5534,727361;5804,578257;6464,128483;6476,564123;6918,555264;7140,809975;7411,849298;7746,695273;8275,156691;8620,404739;8275,438109;9054,842316;5968,436699;6697,906272;4669,172794;5666,196763;3673,783201;5477,905836;2327,455635;4621,270336;936,9513912;2771,511361;200,6173755;725,662279;0;10332,42664;11053,99745;10891,66713;8716,882509;9031,364604;9796,359845;10255,29243;11339,30562;12940,69261;14059,36524;15158,54457;16895,56143;17330,28043;12666,34297;10335,36956;9151,689037;6948,725971;4634,742407
59;2016;;;89005,26934;85836,06187;88781,94177;84554,89775;91281,23864;86791,93123;88273,23012;87001,28295;84534,46764;85655,69053;82996,0396;86182,07217;82301,24505;83782,08891;83762,98554;84577,81722;83086,89372;84584,60278;81650,88723;84992,58311;77687,565;82948,60159;71112,24212;80160,88278;65800,86537;75680,109;41639,95123;50859,87818;29690,31204;41865,85787;23843,2858;41494,15249;14479,2255;31648,51554;5841,072625;16889,26529;745,1152337;3138,123717;0;174841,3312;173336,8395;178073,1699;175274,5131;170190,1582;169178,1118;166083,334;168340,8028;167671,4965;166643,4703;160636,1666;151273,1249;141480,9744;92499,82941;71556,16991;65337,43829;46127,74104;26613,57687
60;2016;;;29450,42661;27764,37269;29094,35759;27960,535;27219,75385;25130,53901;22814,10778;21272,18589;23533,72215;24139,53698;25150,86822;26646,80161;26011,61057;26759,70259;28203,63998;28457,76885;29785,26199;28960,2957;28560,56222;28794,13486;26268,98362;27165,23665;24164,06529;25837,06796;22169,51637;23965,76899;14656,54792;15755,4505;10051,60473;12302,96878;7716,143781;11684,22942;4716,728763;8810,36713;1811,085196;4857,932114;205,592953;1061,911007;0;57214,7993;57054,89259;52350,29286;44086,29367;47673,25913;51797,66983;52771,31316;56661,40883;58745,55769;57354,69708;53434,22027;50001,13325;46135,28536;30411,99842;22354,57351;19400,3732;13527,09589;7936,52127
61;2016;;;8352,010708;7952,397992;9035,617967;8106,236853;8514,896945;7982,053147;6868,131194;6529,648337;6452,164142;6322,163022;6914,39265;6798,0047;7496,986461;7604,534045;8352,179878;8202,15658;9265,250327;9207,449936;9586,107528;9584,525976;9566,876179;10161,88142;10113,2668;10400,26942;10136,09473;10702,99391;6931,257764;7649,19352;5247,133421;6784,449808;4762,677459;6812,343277;3179,723924;5426,628497;1374,432859;3443,414359;205,3063915;719,7718278;0;16304,4087;17141,85482;16496,95009;13397,77953;12774,32716;13712,39735;15101,52051;16554,33646;18472,70026;19170,6335;19728,7576;20513,53622;20839,08864;14580,45128;12031,58323;11575,02074;8606,352421;5742,925437
62;2016;;;50180,87338;48307,12805;50518,77844;49064,48983;49830,85449;45796,94934;42255,23574;39259,35474;41754,08643;41632,25524;45335,01854;45520,74534;44755,02984;45848,695;46990,75732;47519,42476;48346,41397;48362,50464;48233,02975;48845,78768;47179,595;49555,61532;45428,83574;49435,48597;41278,94134;46972,44012;25152,5763;31318,703;17826,92362;25681,38765;14724,22585;26465,50359;8879,344548;19514,27872;3628,603514;10448,90242;393,6936884;1917,858904;0;98488,00143;99583,26827;95627,80383;81514,59048;83386,34167;90855,76388;90603,72484;94510,18208;96708,91861;97078,81743;96735,21032;94864,32171;88251,38146;56471,2793;43508,31127;41189,72944;28393,62327;16389,05853
63;2016;;;18123,28745;17656,05857;18592,5638;17833,90146;19624,98154;19701,38771;19620,60951;19732,36292;19413,62309;18690,53066;18661,61812;18810,88151;19085,49074;19397,50761;20790,77072;20280,96263;22079,62648;21990,07393;22006,85435;22131,14644;21083,23268;22173,27342;20163,66328;22220,21464;20519,67724;22136,01742;14262,30562;16285,87509;10365,14813;13273,13651;8218,606893;12539,40328;5054,997751;10078,14696;2209,00527;6043,908214;319,4606425;1366,985809;0;35779,34602;36426,46526;39326,36925;39352,97243;38104,15375;37472,49963;38482,99835;41071,73335;44069,70041;44138,00079;43256,5061;42383,87792;42655,69466;30548,18071;23638,28464;20758,01017;15133,14471;9939,359936
64;2016;;;18451,75482;17645,54338;19135,50279;18598,80206;19940,61711;18061,09556;17172,7763;15643,52782;16777,30984;16745,49328;18165,02399;18901,18715;19649,67271;20138,83116;21234,04098;21467,97475;23356,66574;23671,09969;22865,75748;24388,2917;22598,78107;23950,92551;21419,23682;23642,61001;21469,9808;23755,12635;15636,93577;18169,82749;12262,41736;15621,31538;10227,89582;14868,42536;6362,138263;12105,59281;2965,613548;7417,492164;421,5988437;2036,077039;0;36097,2982;37734,30485;38001,71267;32816,30412;33522,80312;37066,21114;39788,50387;42702,01573;47027,76543;47254,04918;46549,70658;45061,84683;45225,10715;33806,76326;27883,73274;25096,32118;18467,73107;12840,78159
65;2016;;;5485,733574;5394,431728;6606,908608;5918,04488;6883,320027;6148,185554;5924,492138;4683,171514;5025,62976;5089,351467;5379,858669;5647,264927;5765,697147;5920,43763;6442,647407;6659,931361;7403,323181;7883,580565;7911,026074;8443,105685;8056,95443;8687,673533;7980,747467;8697,192255;8374,777673;9017,366804;5804,610369;6702,389808;4440,451264;5821,559317;3968,008716;5640,827872;2496,185006;4683,087809;1205,19593;2862,57477;143,9536015;784,0485506;0;10880,1653;12524,95349;13031,50558;10607,66365;10114,98123;11027,1236;11686,13478;13102,57877;15286,90375;16354,13176;16744,62796;16677,93972;17392,14448;12507,00018;10262,01058;9608,836588;7179,272815;4995,772852
66;2016;;;13354,72274;12783,53122;13803,78738;13378,8736;13603,49422;13210,86121;11408,58267;10727,7935;10883,65546;11170,45062;11409,93126;12694,42881;12389,17722;13342,98573;13473,25903;14613,22793;15308,46249;15873,19422;15070,0964;16793,67865;14747,80335;16004,90047;14903,84309;16458,11689;16053,97562;18616,51217;12752,75793;14737,62686;9413,07407;11595,44012;7819,972785;10792,14172;5010,786725;8417,099434;2004,482784;4801,508971;334,2166325;1223,269073;0;26138,25396;27182,66098;26814,35543;22136,37617;22054,10608;24104,36007;25732,16295;28086,48696;31181,65671;31863,77505;30752,70382;31361,95998;34670,48779;27490,38479;21008,51419;18612,11451;13427,88616;8363,477461
67;2016;;;33261,48503;31581,46236;33362,73068;31941,02155;35329,36498;34698,25328;36327,08969;36990,21644;35390,71318;35702,61426;34647,22612;35697,67981;35188,16462;35927,92395;35701,07984;37327,29342;39175,44881;39622,59378;40284,47238;40360,60857;36860,58745;38463,24834;34632,51906;36236,71259;30295,44338;31930,14305;20401,54952;22313,57578;17095,05366;20484,18902;12490,60268;18615,8479;7046,626112;13867,62734;2630,118623;7766,212337;348,2000902;1573,298109;0;64842,94739;65303,75223;70027,61826;73317,30613;71093,32744;70344,90593;71116,08857;73028,37326;78798,04259;80645,08095;75323,83579;70869,23165;62225,58643;42715,1253;37579,24268;31106,45058;20914,25345;12317,82916
68;2016;;;24022,88433;22735,47833;23927,55798;23143,03994;22586,43898;21605,6715;19952,1626;18804,54013;21532,84893;21409,84208;22588,29976;23605,85816;23321,23498;24431,25074;25252,2544;25648,93128;28301,36607;28046,04116;27373,05823;27193,26304;26147,29654;26507,75616;24298,05565;25430,17143;21879,59939;22827,94959;15226,92744;16212,97919;11988,31883;14388,20632;9119,421182;13148,33756;5310,267693;10078,98512;1908,263813;5359,227456;227,9303031;1112,029896;0;46758,36266;47070,59792;44192,11048;38756,70273;42942,69101;46194,15792;47752,48572;50901,18568;56347,40723;54566,32127;52655,0527;49728,22708;44707,54898;31439,90663;26376,52515;22267,75874;15389,25281;8607,451468
69;2016;;;60485,33144;58137,66064;57069,59721;54747,26316;59673,91512;59682,91883;66278,05307;69876,45611;64560,83984;67647,74483;62174,2152;65826,56464;59739,56318;61884,38648;59227,60181;58116,44564;58010,75051;60054,57982;55471,87516;58436,26257;48867,07411;53038,96507;42793,09027;49834,92293;41225,21733;47586,0418;32207,50536;38236,93694;23979,27657;29983,76821;19170,96872;28850,45094;12102,01907;22576,75782;5442,649007;12779,01915;803,5724721;3414,228426;0;118622,9921;111816,8604;119356,834;136154,5092;132208,5847;128000,7798;121623,9497;117344,0475;118065,3303;113908,1377;101906,0392;92628,0132;88811,25913;70444,4423;53963,04478;48021,41966;34678,77689;22439,46906
70;2016;;;7286,619906;7360,025074;7707,224556;7267,809992;7331,523549;6598,480871;5339,469177;4835,035587;5508,191787;5248,481819;6154,933473;6546,336745;6940,308563;6929,378516;7506,02205;7618,531851;8488,352685;8251,467559;8396,7877;8276,980478;8024,84483;8401,153082;8273,064878;8605,466077;8343,620439;8485,332208;5847,024847;6178,401657;4130,109908;4740,393883;3156,806999;4612,545069;1896,4152;3585,371633;797,9998086;1783,549192;106,0935326;477,8813543;0;14646,64498;14975,03455;13930,00442;10174,50476;10756,67361;12701,27022;13869,68708;15124,5539;16739,82024;16673,76818;16425,99791;16878,53096;16828,95265;12025,4265;8870,503791;7769,352068;5481,786833;3165,523888
71;2016;;;15697,37709;14640,4106;16725,16183;15559,45027;16244,39376;14508,45059;12706,83794;11092,68069;12745,77528;12543,08391;14181,21513;13906,60618;14812,68834;15145,22783;16465,5783;16593,6145;18467,54916;18642,50914;18752,12064;19599,01224;18898,34818;19640,4164;19227,20448;20532,37612;19536,30832;20433,90454;14218,76819;16013,41936;11010,00613;13334,43215;8745,919041;13184,31697;5980,373972;10236,63727;2638,902383;6027,051625;373,487342;1570,961613;0;30337,78769;32284,6121;30752,84435;23799,51863;25288,85919;28087,82131;29957,91617;33059,1928;37110,0583;38351,13288;38538,76458;39759,5806;39970,21286;30232,18755;24344,43828;21930,23601;16217,01124;10610,40296
72;2016;;;18334,98637;17296,42575;18467,19845;18402,92146;18467,778;17373,11225;15502,16259;14491,03057;14197,05619;14478,75412;14998,31408;15429,80327;16133,81767;16555,42424;18077,9093;17841,51566;18922,62996;18966,45265;18935,27066;19022,30124;18400,53409;19091,9536;17949,0975;19079,48749;16919,3128;18289,38165;11944,16509;13431,21428;9299,53026;11461,30163;7797,484458;11105,96421;5137,832809;9185,157756;2560,513885;5201,909631;387,1933179;1452,677969;0;35631,41212;36870,11991;35840,89025;29993,19316;28675,81031;30428,11735;32689,24191;35919,42496;37889,08261;37957,5719;37492,48769;37028,58499;35208,69445;25375,37937;20760,83189;18903,44867;14322,99057;9602,294803
73;2016;;;13290,57606;12302,28974;13395,07819;12825,03062;13234,96024;12036,74529;11565,19293;10848,66079;11887,3652;11155,96427;12351,43278;12803,72257;13621,41916;13505,6002;14311,99058;14324,00235;15605,55431;15461,76711;14914,71775;15389,82162;14427,08489;14374,25558;13111,44509;14113,53636;12384,09019;13493,04283;9076,388616;10254,62541;6714,439195;8369,742615;5275,825208;7571,189622;3341,742402;6125,165154;1405,273976;3593,409926;249,91403;865,7497162;0;25592,8658;26220,10881;25271,70553;22413,85372;23043,32947;25155,15535;27127,01936;28635,99293;31067,32142;30304,53937;28801,34047;27224,98145;25877,13302;19331,01403;15084,18181;12847,01483;9466,907556;6114,347648
74;2016;;;27136,03262;25677,87934;26284,99023;24661,13495;24158,76673;21780,91518;21422,93165;19051,1474;24261,24048;24656,24095;27696,79266;27554,23621;28307,41767;29381,34767;28301,13989;28752,56361;29603,56799;29127,93229;28649,40516;29040,43487;24083,00669;25209,67372;20716,31817;22537,89695;19901,70988;21860,64455;15118,97225;16610,82726;10292,46966;12719,70315;7787,074889;11451,84275;4625,089597;8577,082329;2026,864823;5039,256859;303,8863151;1231,191402;0;52813,91196;50946,12518;45939,68191;40474,07905;48917,48143;55251,02887;57688,76534;57053,7035;58731,50028;57689,84003;49292,68041;43254,21512;41762,35443;31729,79951;23012,17281;19238,91764;13202,17193;8601,199399
75;2016;;;52130,12817;51077,18754;50395,11158;48981,19798;54595,19812;57253,5262;73569,69285;89800,26561;102891,6427;115755,4691;92653,87094;97900,69216;80343,69415;82114,06115;75600,75657;76216,41422;71031,13379;73375,36857;66009,12988;72624,47775;59893,51433;67387,15669;53673,23561;63964,69702;50940,87051;62690,84334;38223,60132;48565,13078;26910,41761;36150,28868;20061,07173;31250,00139;13466,08733;25355,62885;6502,97605;15830,9442;1272,596505;4529,444852;0;103207,3157;99376,30956;111848,7243;163369,9585;218647,1118;190554,5631;162457,7553;151817,1708;144406,5024;138633,6076;127280,671;117637,9326;113631,7139;86788,7321;63060,70629;51311,07312;38821,71618;28135,96161
76;2016;;;40093,78784;37939,25531;39896,03245;38026,57291;41220,0509;39981,0698;38739,15488;38047,20071;37592,09579;38112,10172;37806,34093;39236,44374;37273,10983;37495,76746;37869,71426;39277,80235;40359,40805;41919,34295;40239,7792;41970,07027;39303,17729;42868,60201;38150,92281;42260,28021;35490,28315;39883,02736;24128,56533;28520,76072;17203,20148;23557,51386;14061,06409;22562,61097;9092,917728;17626,12019;3954,121015;9719,008631;544,002346;2336,693954;0;78033,04315;77922,60536;81201,1207;76786,35559;75704,19751;77042,78467;74768,87729;77147,51661;82278,751;82209,84947;82171,7793;80411,20302;75373,31051;52649,32605;40760,71534;36623,67506;26719,03792;16553,82595
77;2016;;;52053,82789;49370,12435;51015,49248;49235,00062;48986,11215;45976,25743;41048,04014;40899,09096;41954,26686;44455,31466;44069,02711;48352,2344;45780,3145;48875,05348;48655,06685;50357,97609;49452,43318;51387,79585;47288,2956;48303,08127;44023,76161;44548,38427;36841,22345;40420,53366;32505,07869;34490,07242;21698,15814;24217,30641;14729,10825;18122,96704;11085,43038;16069,00604;6539,464692;12320,14804;2753,141462;6850,228744;536,750311;1904,135573;0;101423,9522;100250,4931;94962,36958;81947,1311;86409,58152;92421,26151;94655,36798;99013,04294;100840,229;95591,37687;88572,14588;77261,75711;66995,15111;45915,46455;32852,07529;27154,43642;18859,61273;12044,25609
78;2016;;;51493,82251;47917,94869;50696,36215;48950,39167;48275,13808;45841,44289;41305,16124;40090,57232;40481,24582;41597,49845;42890,47256;46057,44341;46630,76197;48449,52469;50146,08818;50686,35679;50807,50946;52209,37572;48824,64771;51100,86092;44925,19101;47417,39796;37357,32935;41670,87906;33861,64725;37909,33698;25534,98916;28321,95899;18593,29297;23367,07321;14249,28877;19840,88549;8580,129689;15312,28421;3776,378349;8412,925419;645,0959889;2197,702138;0;99411,7712;99646,75382;94116,58097;81395,73356;82078,74427;88947,91597;95080,28666;100832,445;103016,8852;99925,50863;92342,58897;79028,20841;71770,98423;53856,94815;41960,36618;34090,17426;23892,4139;15032,10189
79;2016;;;11643,53049;10941,59263;12373,44129;11692,90783;11081,2602;10076,4948;8626,342101;7681,380037;8727,809143;8612,644715;9796,451322;10261,0808;10833,6855;10791,66647;11740,6081;12042,04424;12892,852;12882,72632;12985,27855;13232,87554;12784,22717;12766,57921;12066,81238;12906,14534;12037,92514;12492,4522;8653,174452;9323,752388;6417,666739;7949,51061;6012,510949;7687,625085;3892,76296;6509,44409;1924,270654;3723,140292;273,3872007;1044,077927;0;22585,12312;24066,34912;21157,755;16307,72214;17340,45386;20057,53212;21625,35197;23782,65234;25775,57832;26218,15409;25550,80638;24972,95772;24530,37734;17976,92684;14367,17735;13700,13603;10402,20705;6964,876074
80;2016;;;17825,72062;16799,42383;18331,55956;17295,03443;19981,28636;19189,70038;18091,82697;17868,20406;16666,67306;16813,20267;16870,74616;17085,97079;16871,18512;16978,33774;17668,36803;18389,77274;19249,36416;18971,61568;18592,38578;19390,99826;18248,05487;19273,95048;17789,0296;18941,02575;16928,63266;18354,03648;11171,86947;12770,41409;7810,414266;10409,27723;6301,786423;9976,267066;4116,864907;7726,492079;1726,962426;4387,340303;267,9494933;998,9842771;0;34625,14445;35626,59399;39170,98674;35960,03103;33479,87573;33956,71695;33849,52286;36058,14077;38220,97984;37983,38404;37522,00535;36730,05535;35282,66914;23942,28356;18219,6915;16278,05349;11843,35699;7381,236499
81;2016;;;11197,61442;10810,81415;11752,86734;11009,10808;11311,02223;10685,33595;8975,770672;8490,636504;8551,129214;8624,839285;9571,394605;9671,723066;10638,73264;11135,17591;11646,5329;11871,41833;12840,23369;13510,23002;13007,9927;13440,02692;12964,10851;13564,75767;12857,05032;13894,49761;12736,4326;13767,46686;9430,989323;10605,49606;7122,415479;8603,724627;6489,737607;9026,497678;4465,745936;7507,254906;2151,889417;4684,131476;329,8594142;1147,28577;0;22008,42857;22761,97542;21996,35818;17466,40718;17175,9685;19243,11767;21773,90855;23517,95123;26350,46371;26448,01962;26528,86618;26751,54793;26503,89946;20036,48538;15726,14011;15516,23529;11973,00084;8313,166077
82;2016;;;8530,99048;8073,850323;8505,781989;7964,487795;7715,525325;7393,491179;5858,263741;5237,331136;5924,897479;5921,560744;6720,986454;7144,316552;7865,908051;8077,528427;8358,551915;8601,36155;8693,146468;8775,74373;8701,809076;8664,913558;8479,515772;8461,612858;7962,997557;8586,249169;8065,954731;8378,650716;5838,062581;6347,17045;4276,474503;5033,117134;3709,467141;4893,264282;2439,088007;4241,536898;1133,942157;2618,287644;200,8252844;559,841048;0;16604,8408;16470,26978;15109,0165;11095,59488;11846,45822;13865,30301;15943,43648;16959,91347;17468,8902;17366,72263;16941,12863;16549,24673;16444,60545;12185,23303;9309,591637;8602,731423;6680,624905;4512,896133
83;2016;;;28660,33059;27598,13178;29309,36601;27713,26405;30169,27501;28011,71215;25733,62168;23357,55678;26005,81971;25634,51305;27690,73033;28556,5421;28370,97167;29863,22028;30599,84193;32241,85938;33776,14766;36644,41231;34586,49559;37101,81382;33493,38741;36767,95969;33059,97325;37292,73793;35592,10661;39792,07415;29260,56128;34175,07214;22181,94498;26818,67808;17768,05106;22862,62999;10761,9868;17797,5785;4647,850336;10597,83245;747,7660406;3052,282796;0;56258,46237;57022,63006;58180,98716;49091,17846;51640,33276;56247,27243;58234,19195;62841,70131;70420,55997;71688,30941;70261,3471;70352,71118;75384,18076;63435,63342;49000,62306;40630,68105;28559,5653;19045,73162
84;2016;;;17609,96879;16710,91392;17141,8105;16799,36933;17237,42329;16330,32778;14124,72301;14145,87359;14307,4172;14729,85774;15121,06275;15973,22666;15537,45302;16481,50355;16586,20712;17455,0835;18511,19107;19851,54572;19003,08209;20176,12457;17702,31839;19706,70781;16943,46334;18919,0474;17073,98947;18773,33832;13006,71842;14625,78308;9302,424496;11333,79697;7222,762357;10553,44686;4792,063935;8420,197797;1958,239019;4634,845666;315,8798158;1102,954199;0;34320,88271;33941,17983;33567,75107;28270,5966;29037,27494;31094,28941;32018,95657;34041,29062;38362,73679;39179,20666;37409,0262;35862,51074;35847,32779;27632,5015;20636,22147;17776,20922;13212,26173;8011,9187
85;2016;;;20994,35797;20043,26948;21962,86241;21151,37902;19999,45818;18510,10959;14782,13904;13701,06094;15295,70544;14918,25921;18426,57497;18242,07112;19632,32256;19803,62906;21765,52848;21523,16654;21885,03349;21417,54833;21852,91337;22250,21058;21901,0942;22704,32776;22050,43563;24003,45581;23567,94807;25060,57648;16440,55511;18513,05718;12222,12552;14449,9555;10058,28788;13671,96957;6295,119151;10670,30815;2619,265953;6220,498969;339,9758859;1414,960897;0;41037,62745;43114,24143;38509,56777;28483,19998;30213,96465;36668,64609;39435,95162;43288,69502;43302,58182;44103,12395;44605,42196;46053,89144;48628,52455;34953,61229;26672,08102;23730,25745;16965,4273;10594,7017
86;2016;;;12922,19556;12619,5346;13213,44277;12411,63941;13864,12441;14490,97799;13665,42159;14059,93482;12269,15967;12022,15232;11940,20171;12494,96203;12529,26363;12873,60928;13053,5185;13506,79715;13659,24153;14018,21156;13951,17571;14079,81473;13824,10628;14473,35412;13512,84939;14776,99526;13322,95475;14057,5193;9455,976931;10126,63671;7083,564187;8745,420922;6161,526044;8632,762012;4127,614007;6930,055708;1896,138835;4328,902842;235,1461453;1175,698939;0;25541,73016;25625,08218;28355,1024;27725,35641;24291,31199;24435,16374;25402,87291;26560,31565;27677,45309;28030,99044;28297,4604;28289,84465;27380,47405;19582,61364;15828,98511;14794,28806;11057,66972;7635,886761
87;2016;;;10594,87121;9907,295008;10158,68537;9861,14986;10972,069;10985,89611;10087,68894;10581,72043;9558,920472;9890,163099;9592,730136;10154,93049;10195,40767;10659,59499;11217,94407;11617,85227;12029,82258;12371,4204;12304,82445;12560,91424;11999,9652;12918,2037;12419,76429;13761,41533;12760,37898;13848,59612;8720,216827;10496,07725;6683,195151;8302,853386;5740,932562;8255,005433;3794,473716;7032,695349;1698,902695;4123,444396;283,9991099;1080,943889;0;20502,16622;20019,83523;21957,96511;20669,40937;19449,08357;19747,66063;20855,00266;22835,79634;24401,24298;24865,73869;24918,1689;26181,17962;26608,9751;19216,29408;14986,04854;13995,938;10827,16907;7187,29009
88;2016;;;10695,7828;10019,6574;11514,67147;10816,76937;11206,38011;10638,26653;9379,550115;8279,289743;9019,474533;8569,465205;9611,156831;9981,381864;9868,437825;10030,88672;11300,2374;11230,9484;12511,72313;12296,74919;13045,81885;13488,66077;12965,04253;13597,92887;12993,09758;13573,08375;12998,39722;13886,22676;8454,131949;9541,994949;6491,943905;7926,010588;5255,508695;8426,989486;3354,55805;6544,91352;1374,002357;3540,348589;195,8383546;817,5904784;0;20715,4402;22331,44084;21844,64664;17658,83986;17588,93974;19592,5387;19899,32455;22531,1858;24808,47232;26534,47962;26562,9714;26566,18133;26884,62398;17996,1269;14417,95449;13682,49818;9899,47157;5927,779779
89;2016;;;10130,41811;9758,489394;10808,76927;10079,50602;10471,31841;8941,275619;7695,289711;7187,468575;7991,976407;8123,294962;8922,051316;9244,103227;9186,092208;9364,961916;10355,43147;10579,02087;11374,54287;11415,85691;11655,7779;11766,82544;11447,34071;11840,41408;11751,95351;11867,38559;11912,06069;12496,79895;8097,699284;8828,610476;6044,922337;7494,714425;5066,90563;6783,106728;3302,265364;6031,943394;1484,701738;3518,776865;238,1347404;951,9604847;0;19888,9075;20888,27529;19412,59403;14882,75829;16115,27137;18166,15454;18551,05412;20934,45234;22790,39978;23422,60334;23287,75479;23619,3391;24408,85964;16926,30976;13539,63676;11850,01236;9334,208758;6193,573828
90;2016;;;4472,199916;4250,494113;4719,214368;4313,15258;4700,032757;3973,413333;4890,444915;3550,813593;4585,292251;3987,449752;4339,999768;4383,772914;4492,919503;4293,156276;4895,412662;4727,534766;4631,294422;4753,336395;4808,66874;4856,205745;4536,749421;4794,423846;4153,668675;4651,602093;4079,644545;4146,776861;2961,493642;3358,72203;2060,228102;2605,107169;1672,685064;2562,265302;1108,882047;1950,155621;383,6015362;1144,336552;61,56594699;249,6033483;0;8722,694029;9032,366948;8673,44609;8441,258508;8572,742003;8723,772682;8786,075779;9622,947428;9384,630817;9664,874485;9331,173267;8805,270768;8226,421406;6320,215672;4665,335271;4234,950366;3059,037668;1839,107383
91;2016;;;46459,80405;45864,89628;44532,47708;43233,22532;43672,78729;40881,64946;41872,45747;38693,95564;40271,1021;41340,85618;40779,37647;44205,27057;42428,96546;44336,22064;44209,59126;45162,24198;44891,00987;45352,78529;43627,60101;44157,40819;39537,23217;40457,137;32919,00859;34694,00243;28234,98298;31875,58962;20554,16906;23681,04077;15208,46607;18869,11781;12386,41936;16780,86019;7050,143845;12040,48512;2737,706144;6860,298576;432,1851313;1861,45289;0;92324,70033;87765,7024;84554,43675;80566,41311;81611,95828;84984,64704;86765,1861;89371,83324;90243,79516;87785,0092;79994,36917;67613,01102;60110,5726;44235,20983;34077,58388;29167,27955;19090,62897;11891,64274
92;2016;;;53872,3103;51319,50284;49896,49806;48303,55846;47511,53318;45755,96788;47880,195;49125,02953;55698,16861;59653,42326;58962,35898;63489,85389;59201,73163;63191,63811;57844,81865;60933,7925;54128,79893;58498,7941;50210,05118;55957,08833;43689,79839;50434,82985;36797,67849;43133,64561;33078,9511;39719,04959;24593,28095;29482,06079;17549,23322;23551,00954;14457,68253;22389,00079;9580,387128;17925,57164;4586,33461;11195,23696;857,4964371;3115,235464;0;105191,8131;98200,05652;93267,50106;97005,22453;115351,5919;122452,2129;122393,3697;118778,6112;112627,593;106167,1395;94124,62824;79931,3241;72798,00069;54075,34174;41100,24276;36846,68332;27505,95877;19754,30347
93;2016;;;63458,23302;61422,82739;57218,26187;55327,85823;53097,74334;50359,93587;51735,05411;52199,27073;55801,21896;60314,84984;58403,57839;64151,02622;60776,2572;61627,77576;58279,35737;55771,89657;54398,00896;53047,46899;50956,27062;51037,42075;44976,60222;47386,72761;38868,68799;41213,31049;31720,84105;33486,7187;21625,78268;22069,35908;15063,37224;17784,81732;11118,78699;16465,33345;6518,744308;12125,25959;2613,935791;6447,693101;413,6641417;1521,238097;0;124881,0604;112546,1201;103457,6792;103934,3248;116116,0688;122554,6046;122404,033;114051,2539;107445,478;101993,6914;92363,32983;80081,99848;65207,55975;43695,14176;32848,18956;27584,12044;18644,0039;10996,53113
94;2016;;;46496,23199;45007,23265;44257,74971;42477,18247;43117,24304;41130,14448;44685,31917;44263,49297;46829,74613;50567,38883;47205,86346;52178,0854;47941,35629;51009,00699;47942,78726;49003,94445;46403,04143;48089,99253;44599,2849;48258,05713;40758,17871;44017,56269;34511,40332;38430,15775;29511,21653;34041,92387;20753,88358;24486,72424;15005,5643;20066,09476;11999,66015;19182,60915;7850,092192;14930,80646;3553,744553;8153,813014;538,5267918;2116,693631;0;91503,46464;86734,93218;84247,38752;88948,81214;97397,13496;99383,94886;98950,36328;96946,73171;94493,03396;92857,34203;84775,7414;72941,56107;63553,1404;45240,60782;35071,65906;31182,2693;22780,89865;14362,77799
