DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
30;2007;20475,72437;19011,41353;21488,83728;19857,21797;21418,16774;21237,24055;23114,44588;21527,75129;18918,91639;17608,1478;17204,71729;18098,42907;19405,41833;20806,50814;22582,89451;24033,70206;24066,23922;26188,40529;24055,48774;25861,98701;23630,31088;24604,63793;23912,70035;24640,7064;19226,42808;20736,12243;15285,62159;16481,10567;13988,19541;16640,83735;11385,76828;15523,47159;7786,851803;13160,58325;3438,217036;6789,387388;1211,215613;2848,24463;289,1127684;1083,573751;39487,1379;41346,05525;42655,40829;44642,19717;36527,06419;35303,14636;40211,92647;46616,59657;50254,64451;49917,47475;48234,94881;48553,40675;39962,55051;31766,72726;30629,03276;26909,23987;20947,43505;10227,60442;5432,146762
31;2007;36076,4908;34406,24759;36516,44256;34039,94875;35388,57601;33841,35404;40217,84508;40439,76786;49797,21367;50804,72681;45120,64315;42158,87728;43671,32026;42199,88058;43924,69541;44247,50281;44782,16915;45277,6004;40845,86032;41814,53048;36866,19484;39139,49775;35224,82538;37814,52594;25773,73867;28829,38619;19898,2409;22773,77422;18638,51412;22652,07046;15342,17358;21581,29271;10775,34288;18133,18793;4991,918802;10009,21258;1499,016623;4509,761548;402,875244;1736,23237;70482,73839;70556,39131;69229,93005;80657,61294;100601,9405;87279,52043;85871,20084;88172,19822;90059,76955;82660,3908;76005,69259;73039,35132;54603,12486;42672,01512;41290,58458;36923,46629;28908,53081;15001,13138;8147,885785
32;2007;4524,482867;4278,989195;4946,998163;4944,993983;4973,727772;4756,650286;4967,71831;4550,282917;3820,601715;3181,598735;3804,559023;3718,66403;4788,640569;4951,388581;6043,299148;6000,832414;6324,219481;6488,334644;6569,275149;6836,023372;7132,793781;7074,110528;6815,178732;6882,543449;5533,66694;5530,398162;4803,664855;5025,037931;4983,280102;5334,416383;4433,525562;5516,300868;3312,046226;4666,217323;1372,103855;2450,492275;468,0730301;1154,931265;128,0312185;410,9944781;8803,472062;9891,992146;9730,378058;9518,001227;7002,20045;7523,223053;9740,02915;12044,13156;12812,55413;13405,29852;14206,90431;13697,72218;11064,0651;9828,702786;10317,69649;9949,82643;7978,263549;3822,59613;2162,029992
33;2007;41038,13718;38918,37254;41630,04756;39754,10784;42591,11719;39881,85313;44922,13004;45152,9486;48926,98516;49804,34509;44251,36809;44686,07099;46973,84487;47465,59188;49256,80618;51146,50946;48683,24942;52283,49475;47542,78735;50118,79632;45721,60782;49751,61156;46534,51781;49624,86031;34156,94435;37194,17415;25110,04006;28849,99761;24292,20838;30623,63138;20218,10921;29112,89556;14601,65606;25832,00718;6404,119855;14009,39684;2022,323171;6163,090893;450,0808182;2531,61905;79956,50972;81384,1554;82472,97032;90075,07864;98731,33025;88937,43908;94439,43675;100403,3156;100966,7442;97661,58367;95473,21938;96159,37812;71351,1185;53960,03767;54915,83976;49331,00477;40433,66324;20413,51669;11167,11393
34;2007;28639,77074;27208,59714;30112,58896;28036,78857;30704,47705;29189,01033;33509,2317;32748,90097;34854,74995;38215,55703;29727,60377;31600,06431;30574,55961;31720,67779;33061,83542;35423,16763;33073,96783;35692,91487;32103,09196;34694,94546;30845,65956;34261,74987;31168,76772;35562,00585;27024,91094;30051,95505;21522,14607;23560,19658;19889,22175;23184,08651;16676,9064;22551,37438;11590,83045;18312,87675;5530,816402;10292,01597;1692,785822;4444,110555;384,8150666;1726,650211;55848,36788;58149,37753;59893,48738;66258,13267;73070,30698;61327,66808;62295,2374;68485,00305;68766,8827;66798,03742;65107,40943;66730,77357;57076,86599;45082,34265;43073,30826;39228,28078;29903,7072;15822,83237;8248,361655
35;2007;32076,60892;30571,12662;31785,87218;30033,37794;30041,09126;28520,90215;33192,83285;32604,95146;35941,35329;36423,41057;31922,7421;30384,26947;33670,28216;32268,23175;34319,63654;34085,33905;33473,53705;33289,44621;31822,56709;32284,89198;29469,47011;30180,09245;28674,31945;30070,4716;19597,95892;21812,06279;17123,65615;19230,98351;15899,43434;20489,60883;13125,41514;18599,57906;8801,6031;15605,66276;3951,783378;8021,2759;1088,069487;3498,619948;207,296696;1041,926973;62647,73554;61819,25012;58561,99341;65797,78431;72364,76386;62307,01157;65938,51391;68404,97559;66762,98326;64107,45907;59649,56256;58744,79105;41410,02171;36354,63966;36389,04317;31724,9942;24407,26586;11973,05928;5835,913104
36;2007;6106,209869;5909,619975;6198,547883;6282,605554;6244,010511;6084,954082;6353,357084;5890,922311;5394,802883;5021,519885;5772,676156;5597,633775;6748,816512;6380,070961;7563,188815;7695,5103;7886,652934;8135,438148;8232,696119;7844,140364;7972,728681;8257,795396;8453,478549;8531,356098;6800,728698;7047,313257;5959,430425;6465,788443;5692,003785;7080,73934;5046,509301;7053,236044;3557,759222;5635,811512;1606,3937;3265,547797;482,523283;1548,324356;171,6744655;598,6976506;12015,82984;12481,15344;12328,96459;12244,2794;10416,32277;11370,30993;13128,88747;15258,69912;16022,09108;16076,83648;16230,52408;16984,83465;13848,04196;12425,21887;12772,74313;12099,74535;9193,570734;4871,941497;2801,219755
37;2007;17351,02363;15991,76714;17460,23981;16851,25354;17903,5195;16273,78925;19732,34577;19876,49386;19076,86568;20985,88234;16158,78946;16492,6177;17488,22349;17975,15924;20061,55803;20033,41006;19782,11696;20209,20196;19928,41522;20736,92482;19415,37209;20075,44112;18747,53953;20399,54139;13970,99659;15420,71948;11773,78985;13267,82958;11302,1992;13755,27282;9407,48093;12857,49769;6756,526175;10495,81973;3031,581168;5954,549119;984,0372645;2877,473379;255,273957;1295,024192;33342,79077;34311,49335;34177,30875;39608,83963;40062,74802;32651,40716;35463,38273;40094,96809;39991,31892;40665,34004;39490,81321;39147,08092;29391,71607;25041,61943;25057,47202;22264,97862;17252,34591;8986,130287;5411,808793
38;2007;39315,8187;36865,89007;40462,34861;37533,53247;38372,42978;36739,33671;40715,56786;39370,78291;41910,10179;39354,54047;37192,56028;36445,54728;40191,21949;39899,13194;43200,49567;42923,05833;42252,18718;42859,69655;39861,97696;40580,43624;37774,80292;39645,42409;36715,27933;37872,8255;28445,63744;29389,49972;21881,6815;23821,17385;19404,84945;22722,01778;15373,57542;21072,95455;10186,74533;17212,71973;4291,397639;8941,426045;1301,922087;3725,708556;328,9489734;1475,464431;76181,70877;77995,88108;75111,76649;80086,35077;81264,64226;73638,10756;80090,35143;86123,554;85111,88373;80442,4132;77420,22701;74588,10483;57835,13716;45702,85535;42126,86723;36446,52997;27399,46506;13232,82368;6832,044047
39;2007;7960,846734;7212,670231;8384,998278;7935,408512;8119,933356;7432,63645;8473,603818;7525,025782;6540,724608;6030,735402;6518,238318;6915,850498;7637,180106;7712,946614;9310,73729;9144,436657;9248,757843;9172,778243;8700,524647;9233,679388;8965,664116;8629,801127;8961,95498;9066,775396;7018,808721;7221,328159;5613,104573;6225,196532;5296,787347;6347,178794;4605,684441;6177,083723;3176,795673;5456,510025;1383,548832;2904,858061;442,904116;1315,152502;126,3839125;444,118125;15173,51697;16320,40679;15552,56981;15998,6296;12571,46001;13434,08882;15350,12672;18455,17395;18421,53609;17934,20404;17595,46524;18028,73038;14240,13688;11838,30111;11643,96614;10782,76816;8633,305698;4288,406893;2328,558656
40;2007;10053,8256;9743,137193;10663,31427;10278,57971;10857,87534;10114,30419;10359,32514;9627,286765;8293,344562;7313,419352;9024,259852;8957,809898;10660,70292;11362,1953;12888,49808;12837,40542;13722,43381;13796,37814;12862,2732;13153,12298;12674,78908;13313,4788;12845,47429;13582,59771;10760,17968;11274,09345;8962,332442;9298,805098;8493,651671;10136,29767;7030,638714;9441,98926;4945,272421;8063,483179;2112,252856;4196,661887;650,4328692;1985,961652;146,1813204;898,2461648;19796,96279;20941,89398;20972,17953;19986,61191;15606,76391;17982,06975;22022,89822;25725,9035;27518,81195;26015,39618;25988,26788;26428,072;22034,27313;18261,13754;18629,94934;16472,62797;13008,7556;6308,914743;3680,822006
41;2007;9542,489228;9288,305293;9904,73433;9449,627158;9602,421356;9437,263831;9725,789285;9000,991799;7708,39188;7245,126957;8072,652031;8170,312356;9700,358674;9910,802113;11292,83603;11167,14105;11316,71507;11147,37013;11128,76987;11311,39019;10989,446;11344,86265;11568,72398;11620,2426;8741,601764;9265,76879;7324,663811;8081,292964;7257,516368;9082,380824;6398,201024;8298,530355;4739,633353;7087,087301;2051,832177;3688,30036;694,1527404;1924,731905;236,7382051;768,400132;18830,79452;19354,36149;19039,68519;18726,78108;14953,51884;16242,96439;19611,16079;22459,97708;22464,0852;22440,16006;22334,30865;23188,96658;18007,37055;15405,95678;16339,89719;14696,73138;11826,72065;5740,132537;3624,022983
42;2007;22831,01485;21471,93698;22498,41851;21592,16129;22986,08293;21671,00405;24145,61514;23381,73722;22664,54498;22240,85114;20832,04702;20845,01642;22440,68675;22099,29997;24792,78869;24655,38638;24294,45677;24765,64665;23963,01967;24757,82714;24036,24836;25754,40265;25525,53361;26571,38585;19769,0999;20654,73082;15545,28827;17453,75394;14494,00499;18838,0555;12147,59651;18551,33843;8366,214535;15210,48153;3855,956193;8074,112136;1082,935223;3673,808663;259,3261996;1498,024421;44302,95183;44090,5798;44657,08698;47527,35236;44905,39612;41677,06344;44539,98672;49448,17507;49060,10342;48720,84681;49790,65101;52096,91946;40423,83072;32999,04221;33332,06049;30698,93494;23576,69607;11930,06833;6514,094507
43;2007;6530,027706;6333,897188;6822,756438;6489,262383;6883,846695;6260,136338;6570,962621;5951,643208;5162,026383;4676,450629;5443,563966;5556,790342;6525,987229;6425,316671;7952,410396;7508,25574;8286,722198;7670,66901;7767,018862;7585,505217;7901,375413;7542,894878;8087,085052;7603,639702;6061,644137;6138,513779;5072,62238;5623,115365;5103,440363;5870,948481;3828,252245;5765,153962;2845,929827;5019,695674;1212,731307;2400,871172;345,5154571;1043,566783;128,5965571;449,8416922;12863,92489;13312,01882;13143,98303;12522,60583;9838,477012;11000,35431;12951,3039;15460,66614;15957,39121;15352,52408;15444,27029;15690,72475;12200,15792;10695,73775;10974,38884;9593,406207;7865,625501;3613,602479;1967,520489
44;2007;41629,79406;39880,14049;42246,37493;39393,91574;39771,66751;38210,70352;42332,18997;40454,69824;42637,09782;41760,83089;39411,2679;38490,55128;41896,59049;41594,66176;44606,62808;44308,83723;43887,68065;44941,37109;42414,94304;43022,2928;40340,76238;42213,43138;40271,75593;41921,84043;27179,90051;29920,61472;21922,28727;26240,22084;20087,20723;25936,883;16633,88903;24992,00055;11225,14085;20773,21005;4395,698311;10465,02365;1427,574656;4901,083451;268,0964055;1799,714489;81509,93455;81640,29067;77982,37103;82786,88821;84397,92871;77901,81918;83491,25225;88915,46531;88829,05174;85437,23584;82554,19376;82193,59636;57100,51523;48162,50811;46024,09023;41625,88958;31998,3509;14860,72196;8396,469002
45;2007;21205,11287;20720,94043;20709,09915;19898,56795;20643,07395;19265,2335;21520,81125;20538,16325;20268,58174;19517,47239;20053,16548;19796,39113;20848,65033;21180,52207;22870,11852;23256,86624;21783,98166;22365,52536;21905,95124;22252,00477;21566,03092;22507,91674;21953,26702;22243,34934;15796,95508;15981,13621;12256,54512;13669,66284;11660,59614;13891,7308;9654,251705;13513,55068;6877,329961;11026,08355;3108,041603;5924,355428;1109,460237;2719,387556;274,9336134;1022,288123;41926,0533;40607,6671;39908,30745;42058,9745;39786,05413;39849,55661;42029,1724;46126,98476;44149,50702;44157,95601;44073,94766;44196,61636;31778,09129;25926,20796;25552,32694;23167,80239;17903,41351;9032,397031;5126,069529
46;2007;4195,964875;3887,857737;4502,78525;4081,630527;4459,416281;4268,926844;4746,58585;4401,181798;3489,471513;3255,423314;3578,740808;3834,609771;4564,357699;4565,362536;5095,862034;5333,844591;5629,361277;5804,530342;6003,036644;6029,739989;6018,906655;6410,660527;6867,222155;6733,28155;5205,005618;5657,761983;4953,014862;4919,995419;4653,758037;5300,419769;4129,038574;5237,653304;2968,936785;4447,027266;1249,730076;2229,790415;403,5258647;1094,508634;80,78641951;490,0492422;8083,822612;8584,415777;8728,343125;9147,767648;6744,894827;7413,350579;9129,720235;10429,70663;11433,89162;12032,77663;12429,56718;13600,50371;10862,7676;9873,010281;9954,177806;9366,691878;7415,964051;3479,520491;2068,87016
47;2007;8675,873362;8122,371894;9027,428267;8954,903851;9547,306124;8642,181676;9467,315639;8912,907914;7699,451478;7806,21332;8146,788835;8113,931227;9128,257534;8945,619562;10210,38024;10589,73157;10906,99736;11240,36737;10697,45763;11671,20395;11282,29844;11525,9867;11518,46373;11828,71664;9151,665167;10311,91813;8308,774104;8690,169379;7827,998039;9366,898108;6633,31891;8560,480218;4954,142976;7692,270953;2243,644168;4150,284275;701,966057;2023,613097;160,8733205;777,7281788;16798,24526;17982,33212;18189,4878;18380,22355;15505,6648;16260,72006;18073,8771;20800,11181;22147,36473;22368,66158;22808,28514;23347,18037;19463,5833;16998,94348;17194,89615;15193,79913;12646,41393;6393,928443;3664,180653
48;2007;2181,300956;2016,856038;2016,88328;1976,158733;2132,099941;1994,750246;2340,251916;2040,0241;1973,155314;1680,778317;1877,615625;2013,910996;2266,495824;2384,71854;2793,2619;2562,539049;2713,58979;2619,945943;2734,423904;2693,131715;3065,652;2558,159608;2883,318878;2697,036136;2116,818188;2212,676111;2083,66619;1879,082898;1692,360347;2017,0154;1553,503772;1926,184958;1094,322611;1692,251489;541,2662938;901,5169017;215,0737858;564,7709449;64,3590486;178,0267412;4198,156994;3993,042013;4126,850187;4380,276016;3653,933631;3891,526621;4651,214364;5355,800949;5333,535733;5427,555619;5623,811608;5580,355014;4329,494299;3962,749088;3709,375747;3479,68873;2786,5741;1442,783196;1022,230521
49;2007;26522,43467;25008,42227;26033,53552;24696,27943;25019,22933;23519,96009;27244,71117;26490,6913;25662,00129;25560,73601;23531,14328;23039,06565;24974,01079;24796,08213;26207,77785;26251,52112;26283,8778;26286,96103;25492,89483;26193,63793;24849,24685;25563,0913;24306,63093;25017,41636;17047,05379;18586,45175;14113,65046;16233,56925;13238,46059;16491,1838;11358,91659;16121,39918;8224,944234;13043,95836;3607,091762;7440,662491;1342,750195;3305,895644;351,3514785;1424,276479;51530,85694;50729,81495;48539,18942;53735,40247;51222,7373;46570,20893;49770,09292;52459,29897;52570,83883;51686,53276;50412,33815;49324,04729;35633,50554;30347,21971;29729,64439;27480,31577;21268,90259;11047,75425;6424,273797
50;2007;14485,2824;13874,71367;15226,71407;14852,92888;15174,36898;15123,93012;16343,51909;14807,44681;12733,46294;11672,19116;12671,59026;12499,92163;14335,1534;14192,99712;16148,61408;16301,22177;17829,28854;17231,83729;18105,52417;17166,18544;17399,12975;16588,36002;16742,37942;16910,41676;12579,32065;12978,81124;10864,36612;12345,90119;11147,38324;14042,38926;9605,339709;13420,6205;6561,517094;10845,03097;2559,382874;5623,418965;716,6859116;2434,249628;144,3165041;867,9153486;28359,99607;30079,64295;30298,2991;31150,9659;24405,6541;25171,51189;28528,15052;32449,83585;35061,12583;35271,70961;33987,48977;33652,79618;25558,13189;23210,26731;25189,7725;23025,96021;17406,54806;8182,801839;4163,167392
51;2007;17900,97568;16713,24008;17415,48856;16507,70552;17569,14749;16819,39141;19917,25234;19484,50917;21403,87315;21077,1615;18599,8793;17919,24039;18842,26881;18446,36287;19904,81242;19939,60576;19061,24537;19381,90666;18510,0391;20232,34239;19071,63268;19870,16978;18959,51613;19603,06008;12814,2293;13420,0291;10142,53252;11422,37714;9169,711205;12346,47573;7625,861107;10873,19392;5204,268652;9218,011235;2145,438947;5093,589817;620,9628506;2322,298027;150,3167218;883,3712865;34614,21576;33923,19408;34388,5389;39401,76151;42481,03465;36519,11969;37288,63168;39844,41818;38443,15203;38742,38149;38941,80246;38562,57621;26234,2584;21564,90966;21516,18694;18499,05503;14422,27989;7239,028764;3976,948886
52;2007;4840,478937;4989,648922;5534,052792;5647,164509;5788,647825;5387,089809;6201,717174;5575,507636;5260,758285;4579,854302;5210,223981;4721,14457;5262,482596;5372,678649;6186,296052;6144,891163;6856,466797;6340,695801;6531,361872;6725,085411;6742,921817;6771,980306;6839,638462;6805,654836;5177,234315;4969,905279;4322,884088;4771,703321;4034,038973;4915,3328;3243,661648;4889,521055;2225,905498;3911,976231;1063,651739;2136,366133;273,1552918;791,5841141;63,8035383;358,650259;9830,127859;11181,2173;11175,73763;11777,22481;9840,612587;9931,368551;10635,16125;12331,18722;13197,1626;13256,44728;13514,90212;13645,2933;10147,13959;9094,587409;8949,371773;8133,182703;6137,881729;3200,017872;1487,193203
53;2007;10436,83537;9961,531338;10757,30357;9882,223578;9660,464565;9118,452158;9475,507049;8758,084117;7963,532962;7468,741281;8720,076299;8463,361481;9803,949561;9433,737592;10723,5669;9960,535294;10559,68431;10005,95488;10369,42708;10249,0914;9714,67789;9810,43286;9635,34619;9859,60234;7210,175884;7069,797528;5480,618166;6520,493635;6337,06407;7479,207868;5400,572144;7115,338183;3771,100095;5963,156997;1498,936212;3040,026794;477,4444957;1561,619183;114,1062774;694,0879267;20398,36671;20639,52715;18778,91672;18233,59117;15432,27424;17183,43778;19237,68715;20684,10219;20565,63919;20618,51848;19525,11075;19494,94853;14279,97341;12001,1118;13816,27194;12515,91033;9734,257092;4538,963006;2847,257883
54;2007;21822,88125;20609,81345;21706,52799;20581,79592;21327,70309;20660,56315;26223,73949;25662,08254;29315,79486;28921,15376;24059,21227;22514,5757;22981,29264;23304,84865;24617,50086;24446,15315;24252,05124;25335,66369;24470,13839;25449,00047;23910,38521;25430,949;23799,1429;24451,64294;16450,01684;17472,67067;13498,90796;15447,51425;12511,67765;16617,44445;10433,08979;15855,31314;6753,738842;12651,23546;2591,448298;5861,564178;761,5709724;2569,913436;172,1799816;961,7930382;42432,6947;42288,32391;41988,26624;51885,82203;58236,94862;46573,78797;46286,14129;49063,65401;49587,71493;49919,13886;49341,33421;48250,78584;33922,68751;28946,42221;29129,1221;26288,40293;19404,9743;8453,012476;4465,457428
55;2007;6029,958244;5562,138957;6196,528573;6040,545985;6106,994783;5803,896457;6553,347784;5746,766651;5857,573564;4713,339846;5755,096741;5400,261323;6058,278205;6089,067639;6555,890977;6318,121695;6679,338664;6779,851023;7087,236927;6860,87147;7235,590512;7179,351357;7082,076503;6695,625588;4574,068287;4583,248122;3878,946242;4073,189043;3787,832269;4729,40708;3043,308634;4434,744314;2175,135326;3821,520738;860,0826362;1863,391622;182,7073401;713,3003808;82,98701671;357,9963965;11592,0972;12237,07456;11910,89124;12300,11444;10570,91341;11155,35806;12147,34584;12874,01267;13459,18969;13948,1084;14414,94187;13777,70209;9157,316409;7952,135285;8517,239349;7478,052948;5996,656064;2723,474258;1336,991134
56;2007;21143,45769;20369,23025;21911,00659;20278,67908;21431,49184;20197,95677;21719,0629;19961,11574;19550,02571;17028,84089;18799,85968;17484,36331;21085,51722;21223,17023;23953,21938;23286,06616;24236,257;24224,34863;24814,90173;25298,99218;23955,47373;24704,8629;24598,49913;25297,92087;18431,41141;19757,95637;15770,90371;18509,05336;15504,91376;19643,81703;12038,54063;17627,6709;7837,251512;14697,64147;3067,476192;7241,049236;927,3295552;3279,910379;222,2395379;1129,382778;41512,68794;42189,68567;41629,44861;41680,17864;36578,8666;36284,22299;42308,68745;47239,28554;48460,60563;50113,89391;48660,33663;49896,42;38189,36778;34279,95707;35148,73079;29666,21153;22534,89298;10308,52543;5558,86225
57;2007;29812,68107;29131,4716;30482,67177;29511,88834;31967,3383;29609,45349;35195,53521;31840,01197;35144,34603;32951,10528;33201,26353;32097,80331;33955,66635;32412,90804;37290,62335;36798,99047;39160,84944;39593,2229;38630,5061;39938,41874;37603,65179;38525,10825;34300,2392;34192,95646;23626,73503;24646,32157;21349,21297;24346,39057;19308,17677;23808,19366;15403,87193;21909,72535;8806,788293;16052,22885;3083,090799;7827,316446;855,8447891;2929,840733;174,948065;928,1488769;58944,15267;59994,56011;61576,79179;67035,54718;68095,45131;65299,06684;66368,57439;74089,61382;78754,07234;78568,92484;76128,76004;68493,19566;48273,0566;45695,60354;43116,37043;37313,59728;24859,01714;10910,40725;4888,782464
58;2007;5554,344201;5308,507316;5895,160222;5515,406283;5935,807193;5567,525386;6078,404383;5930,086818;5559,246456;4658,880955;4970,540149;5310,102039;5750,591468;5674,727956;6457,984873;6645,152348;7160,0447;7390,753593;7445,340083;7833,630891;8434,740834;8493,358647;8778,936716;8638,489006;6804,973411;6904,530759;5802,164961;6383,867365;5635,099616;6871,49509;4553,350496;6951,95367;3286,008823;5867,668974;1510,103985;3154,597574;487,0306646;1468,667493;137,406583;535,5492852;10862,85152;11410,56651;11503,33258;12008,4912;10218,12741;10280,64219;11425,31942;13103,13722;14550,79829;15278,97097;16928,09948;17417,42572;13709,50417;12186,03233;12506,59471;11505,30417;9153,677797;4664,701559;2628,654026
59;2007;89427,33633;85064,12093;89482,18965;83814,57195;86650,07163;82289,12602;95325,40117;93095,64552;96844,77198;98010,07992;85209,57824;86800,88756;85799,61726;87652,46817;88672,59682;88474,93292;85060,49305;88259,50478;83746,57155;87105,88721;81732,14245;88002,82847;78748,91793;83761,20902;51732,23178;56255,20368;39846,54226;48394,92206;37535,60742;53396,59107;30165,17264;50597,71659;19692,23513;40147,02251;7245,915203;18480,70845;1885,945555;6879,735291;494,8590402;2597,891588;174491,4573;173296,7616;168939,1977;188421,0467;194854,8519;172010,4658;173452,0854;177147,5297;173319,9978;170852,4588;169734,9709;162510,127;107987,4355;88241,46432;90932,19849;80762,88923;59839,25764;25726,62365;11858,43147
60;2007;27622,90788;26784,53599;28194,7096;26992,14342;27821,34652;26013,91963;28911,52169;26392,71009;25234,47342;23565,43403;25168,3133;24880,91732;26929,36326;27676,05236;29693,87257;29474,05404;29439,64558;29775,61077;28539,57738;29078,98213;27324,28939;27973,56573;26895,49967;26152,72478;18149,37917;17365,74761;12980,0909;14444,50316;11961,78212;14642,76003;9099,734751;13274,10463;6081,651496;9990,643077;2355,069355;5147,211119;760,010559;2375,471218;224,1085775;959,2699001;54407,44387;55186,85302;53835,26615;55304,23178;48799,90745;50049,23062;54605,41562;59167,92661;59215,25635;57618,55951;55297,85512;53048,22445;35515,12678;27424,59406;26604,54215;22373,83938;16072,29457;7502,280474;4318,860255
61;2007;8659,487432;8107,787826;8846,139646;8638,768333;8967,201682;8634,96862;9435,01126;8631,051027;7493,928546;6961,217957;7435,40649;7412,420535;8322,860957;8158,526647;9444,012253;9337,665942;10040,22425;9990,109219;10324,40116;10196,67139;10216,84745;10279,31098;10508,45136;10427,58771;7885,909271;8188,453416;6349,409015;7345,835701;6715,269312;8221,115542;5468,510661;7620,661119;3832,662083;6441,663216;1756,574699;3574,743185;510,3388147;1519,05741;149,5719359;584,6666213;16767,27526;17484,90798;17602,1703;18066,06229;14455,1465;14847,82703;16481,3876;18781,6782;20030,33347;20521,07255;20496,15843;20936,03907;16074,36269;13695,24472;14936,38485;13089,17178;10274,3253;5331,317884;2763,634782
62;2007;49468,6988;47497,179;50848,91063;48407,54277;48752,70782;47107,54263;52663,29073;49497,9626;47002,43295;45876,84679;44225,04368;44638,46584;46220,78344;47331,1958;50282,75522;50380,33954;49922,34365;50038,21276;50293,4818;51267,35965;49624,91683;50555,95034;47241,98452;49326,92846;31125,01973;33917,27499;23785,81012;29633,35063;23114,54052;33683,10032;18908,12675;32047,44959;12188,85199;24632,12107;4957,924913;12138,95801;1290,430904;4807,380599;223,3166778;1625,620728;96965,8778;99256,4534;95860,25045;102161,2533;92879,27974;88863,50952;93551,97924;100663,0948;99960,55641;101560,8415;100180,8672;96568,91298;65042,29472;53419,16075;56797,64084;50955,57634;36820,97306;17096,88292;7946,748909
